seed,stage,n_candidates,conv_best_oof,conv_svc_oof,oof_rank_pool_size,oof_rank_pool_members,oof_rank_mean3_members,oof_rank_mean5_members,oof_rank_mean8_members,oof_rank_mean12_members,final_oof_diagnostic_size,final_oof_diagnostic_members,best_val,best_oof
1,done,121,fusion_z_et_0.20,0.6767527675276753,113,conv_fusion_net_0.10|conv_fusion_net_0.20|conv_fusion_net_0.35|conv_fusion_z_et_0.10|conv_fusion_z_et_0.20|conv_fusion_z_et_0.35|conv_fusion_z_log_0.10|conv_fusion_z_log_0.20|conv_fusion_z_log_0.35|conv_fusion_z_svc_0.10|conv_fusion_z_svc_0.20|conv_fusion_z_svc_0.35|conv_fusion_zp_log_0.10|conv_fusion_zp_log_0.20|conv_fusion_zp_log_0.35|conv_gate0.008|conv_gate0.012|conv_gate0.016|conv_net|conv_svc|conv_z_et|conv_z_log|conv_z_svc|conv_zp_log|erp_erp_late_et_l8|erp_erp_late_lda|erp_erp_late_log_c03|erp_erp_late_log_c08|erp_erp_late_ridge_a8|erp_erp_late_svc_c07|recipe_conv_spec_erp_mean|recipe_conv_spec_erp_median|recipe_conv_spec_erp_zmean|recipe_four_core_mean|recipe_four_core_median|recipe_four_core_zmean|recipe_robust_core_mean|recipe_robust_core_median|recipe_robust_core_zmean|spec_base|spec_fusion_spec649_gpu_0.03|spec_fusion_spec649_gpu_0.05|spec_fusion_spec649_gpu_0.08|spec_fusion_spec649_gpu_0.12|spec_fusion_spec649_gpu_0.18|spec_fusion_spec649_gpu_0.28|spec_fusion_spec649_gpu_0.35|spec_fusion_spec649_gpu_0.40|spec_fusion_spec649_log_c04_0.03|spec_fusion_spec649_log_c04_0.05|spec_fusion_spec649_log_c04_0.08|spec_fusion_spec649_log_c04_0.12|spec_fusion_spec649_log_c04_0.18|spec_fusion_spec649_log_c04_0.28|spec_fusion_spec649_log_c04_0.35|spec_fusion_spec649_log_c04_0.40|spec_fusion_spec649_log_c08_0.03|spec_fusion_spec649_log_c08_0.05|spec_fusion_spec649_log_c08_0.08|spec_fusion_spec649_log_c08_0.12|spec_fusion_spec649_log_c08_0.18|spec_fusion_spec649_log_c08_0.28|spec_fusion_spec649_log_c08_0.35|spec_fusion_spec649_log_c08_0.40|spec_fusion_spec649_ridge_a5_0.03|spec_fusion_spec649_ridge_a5_0.05|spec_fusion_spec649_ridge_a5_0.08|spec_fusion_spec649_ridge_a5_0.12|spec_fusion_spec649_ridge_a5_0.18|spec_fusion_spec649_ridge_a5_0.28|spec_fusion_spec649_ridge_a5_0.35|spec_fusion_spec649_ridge_a5_0.40|spec_fusion_spec649_svc_c08_0.03|spec_fusion_spec649_svc_c08_0.05|spec_fusion_spec649_svc_c08_0.08|spec_fusion_spec649_svc_c08_0.12|spec_fusion_spec649_svc_c08_0.18|spec_fusion_spec649_svc_c08_0.28|spec_fusion_spec649_svc_c08_0.35|spec_fusion_spec649_svc_c08_0.40|spec_spec649_gpu|spec_spec649_log_c04|spec_spec649_log_c08|spec_spec649_ridge_a5|spec_spec649_svc_c08|spec_zfusion_spec649_gpu_0.08|spec_zfusion_spec649_gpu_0.12|spec_zfusion_spec649_gpu_0.18|spec_zfusion_spec649_gpu_0.28|spec_zfusion_spec649_gpu_0.35|spec_zfusion_spec649_log_c04_0.08|spec_zfusion_spec649_log_c04_0.12|spec_zfusion_spec649_log_c04_0.18|spec_zfusion_spec649_log_c04_0.28|spec_zfusion_spec649_log_c04_0.35|spec_zfusion_spec649_log_c08_0.08|spec_zfusion_spec649_log_c08_0.12|spec_zfusion_spec649_log_c08_0.18|spec_zfusion_spec649_log_c08_0.28|spec_zfusion_spec649_log_c08_0.35|spec_zfusion_spec649_ridge_a5_0.08|spec_zfusion_spec649_ridge_a5_0.12|spec_zfusion_spec649_ridge_a5_0.18|spec_zfusion_spec649_ridge_a5_0.28|spec_zfusion_spec649_ridge_a5_0.35|spec_zfusion_spec649_svc_c08_0.08|spec_zfusion_spec649_svc_c08_0.12|spec_zfusion_spec649_svc_c08_0.18|spec_zfusion_spec649_svc_c08_0.28|spec_zfusion_spec649_svc_c08_0.35|stack_lda|stack_log_c003|stack_log_c01,spec_fusion_spec649_log_c04_0.18|spec_fusion_spec649_log_c08_0.18|spec_fusion_spec649_log_c04_0.12,spec_fusion_spec649_log_c04_0.18|spec_fusion_spec649_log_c08_0.18|spec_fusion_spec649_log_c04_0.12|spec_fusion_spec649_ridge_a5_0.28|spec_fusion_spec649_gpu_0.08,spec_fusion_spec649_log_c04_0.18|spec_fusion_spec649_log_c08_0.18|spec_fusion_spec649_log_c04_0.12|spec_fusion_spec649_ridge_a5_0.28|spec_fusion_spec649_gpu_0.08|spec_fusion_spec649_ridge_a5_0.18|spec_fusion_spec649_log_c08_0.12|spec_zfusion_spec649_log_c08_0.12,spec_fusion_spec649_log_c04_0.18|spec_fusion_spec649_log_c08_0.18|spec_fusion_spec649_log_c04_0.12|spec_fusion_spec649_ridge_a5_0.28|spec_fusion_spec649_gpu_0.08|spec_fusion_spec649_ridge_a5_0.18|spec_fusion_spec649_log_c08_0.12|spec_zfusion_spec649_log_c08_0.12|spec_zfusion_spec649_log_c08_0.08|spec_zfusion_spec649_log_c04_0.08|spec_fusion_spec649_ridge_a5_0.12|spec_fusion_spec649_log_c08_0.08,121,conv_fusion_net_0.10|conv_fusion_net_0.20|conv_fusion_net_0.35|conv_fusion_z_et_0.10|conv_fusion_z_et_0.20|conv_fusion_z_et_0.35|conv_fusion_z_log_0.10|conv_fusion_z_log_0.20|conv_fusion_z_log_0.35|conv_fusion_z_svc_0.10|conv_fusion_z_svc_0.20|conv_fusion_z_svc_0.35|conv_fusion_zp_log_0.10|conv_fusion_zp_log_0.20|conv_fusion_zp_log_0.35|conv_gate0.008|conv_gate0.012|conv_gate0.016|conv_net|conv_svc|conv_z_et|conv_z_log|conv_z_svc|conv_zp_log|erp_erp_late_et_l8|erp_erp_late_lda|erp_erp_late_log_c03|erp_erp_late_log_c08|erp_erp_late_ridge_a8|erp_erp_late_svc_c07|oof_rank_mean12|oof_rank_mean3|oof_rank_mean5|oof_rank_mean8|oof_rank_median12|oof_rank_median3|oof_rank_median5|oof_rank_median8|recipe_conv_spec_erp_mean|recipe_conv_spec_erp_median|recipe_conv_spec_erp_zmean|recipe_four_core_mean|recipe_four_core_median|recipe_four_core_zmean|recipe_robust_core_mean|recipe_robust_core_median|recipe_robust_core_zmean|spec_base|spec_fusion_spec649_gpu_0.03|spec_fusion_spec649_gpu_0.05|spec_fusion_spec649_gpu_0.08|spec_fusion_spec649_gpu_0.12|spec_fusion_spec649_gpu_0.18|spec_fusion_spec649_gpu_0.28|spec_fusion_spec649_gpu_0.35|spec_fusion_spec649_gpu_0.40|spec_fusion_spec649_log_c04_0.03|spec_fusion_spec649_log_c04_0.05|spec_fusion_spec649_log_c04_0.08|spec_fusion_spec649_log_c04_0.12|spec_fusion_spec649_log_c04_0.18|spec_fusion_spec649_log_c04_0.28|spec_fusion_spec649_log_c04_0.35|spec_fusion_spec649_log_c04_0.40|spec_fusion_spec649_log_c08_0.03|spec_fusion_spec649_log_c08_0.05|spec_fusion_spec649_log_c08_0.08|spec_fusion_spec649_log_c08_0.12|spec_fusion_spec649_log_c08_0.18|spec_fusion_spec649_log_c08_0.28|spec_fusion_spec649_log_c08_0.35|spec_fusion_spec649_log_c08_0.40|spec_fusion_spec649_ridge_a5_0.03|spec_fusion_spec649_ridge_a5_0.05|spec_fusion_spec649_ridge_a5_0.08|spec_fusion_spec649_ridge_a5_0.12|spec_fusion_spec649_ridge_a5_0.18|spec_fusion_spec649_ridge_a5_0.28|spec_fusion_spec649_ridge_a5_0.35|spec_fusion_spec649_ridge_a5_0.40|spec_fusion_spec649_svc_c08_0.03|spec_fusion_spec649_svc_c08_0.05|spec_fusion_spec649_svc_c08_0.08|spec_fusion_spec649_svc_c08_0.12|spec_fusion_spec649_svc_c08_0.18|spec_fusion_spec649_svc_c08_0.28|spec_fusion_spec649_svc_c08_0.35|spec_fusion_spec649_svc_c08_0.40|spec_spec649_gpu|spec_spec649_log_c04|spec_spec649_log_c08|spec_spec649_ridge_a5|spec_spec649_svc_c08|spec_zfusion_spec649_gpu_0.08|spec_zfusion_spec649_gpu_0.12|spec_zfusion_spec649_gpu_0.18|spec_zfusion_spec649_gpu_0.28|spec_zfusion_spec649_gpu_0.35|spec_zfusion_spec649_log_c04_0.08|spec_zfusion_spec649_log_c04_0.12|spec_zfusion_spec649_log_c04_0.18|spec_zfusion_spec649_log_c04_0.28|spec_zfusion_spec649_log_c04_0.35|spec_zfusion_spec649_log_c08_0.08|spec_zfusion_spec649_log_c08_0.12|spec_zfusion_spec649_log_c08_0.18|spec_zfusion_spec649_log_c08_0.28|spec_zfusion_spec649_log_c08_0.35|spec_zfusion_spec649_ridge_a5_0.08|spec_zfusion_spec649_ridge_a5_0.12|spec_zfusion_spec649_ridge_a5_0.18|spec_zfusion_spec649_ridge_a5_0.28|spec_zfusion_spec649_ridge_a5_0.35|spec_zfusion_spec649_svc_c08_0.08|spec_zfusion_spec649_svc_c08_0.12|spec_zfusion_spec649_svc_c08_0.18|spec_zfusion_spec649_svc_c08_0.28|spec_zfusion_spec649_svc_c08_0.35|stack_lda|stack_log_c003|stack_log_c01,conv_fusion_net_0.10,oof_rank_median5
3,done,121,fusion_z_et_0.20,0.6701107011070111,113,conv_fusion_net_0.10|conv_fusion_net_0.20|conv_fusion_net_0.35|conv_fusion_z_et_0.10|conv_fusion_z_et_0.20|conv_fusion_z_et_0.35|conv_fusion_z_log_0.10|conv_fusion_z_log_0.20|conv_fusion_z_log_0.35|conv_fusion_z_svc_0.10|conv_fusion_z_svc_0.20|conv_fusion_z_svc_0.35|conv_fusion_zp_log_0.10|conv_fusion_zp_log_0.20|conv_fusion_zp_log_0.35|conv_gate0.008|conv_gate0.012|conv_gate0.016|conv_net|conv_svc|conv_z_et|conv_z_log|conv_z_svc|conv_zp_log|erp_erp_late_et_l8|erp_erp_late_lda|erp_erp_late_log_c03|erp_erp_late_log_c08|erp_erp_late_ridge_a8|erp_erp_late_svc_c07|recipe_conv_spec_erp_mean|recipe_conv_spec_erp_median|recipe_conv_spec_erp_zmean|recipe_four_core_mean|recipe_four_core_median|recipe_four_core_zmean|recipe_robust_core_mean|recipe_robust_core_median|recipe_robust_core_zmean|spec_base|spec_fusion_spec649_gpu_0.03|spec_fusion_spec649_gpu_0.05|spec_fusion_spec649_gpu_0.08|spec_fusion_spec649_gpu_0.12|spec_fusion_spec649_gpu_0.18|spec_fusion_spec649_gpu_0.28|spec_fusion_spec649_gpu_0.35|spec_fusion_spec649_gpu_0.40|spec_fusion_spec649_log_c04_0.03|spec_fusion_spec649_log_c04_0.05|spec_fusion_spec649_log_c04_0.08|spec_fusion_spec649_log_c04_0.12|spec_fusion_spec649_log_c04_0.18|spec_fusion_spec649_log_c04_0.28|spec_fusion_spec649_log_c04_0.35|spec_fusion_spec649_log_c04_0.40|spec_fusion_spec649_log_c08_0.03|spec_fusion_spec649_log_c08_0.05|spec_fusion_spec649_log_c08_0.08|spec_fusion_spec649_log_c08_0.12|spec_fusion_spec649_log_c08_0.18|spec_fusion_spec649_log_c08_0.28|spec_fusion_spec649_log_c08_0.35|spec_fusion_spec649_log_c08_0.40|spec_fusion_spec649_ridge_a5_0.03|spec_fusion_spec649_ridge_a5_0.05|spec_fusion_spec649_ridge_a5_0.08|spec_fusion_spec649_ridge_a5_0.12|spec_fusion_spec649_ridge_a5_0.18|spec_fusion_spec649_ridge_a5_0.28|spec_fusion_spec649_ridge_a5_0.35|spec_fusion_spec649_ridge_a5_0.40|spec_fusion_spec649_svc_c08_0.03|spec_fusion_spec649_svc_c08_0.05|spec_fusion_spec649_svc_c08_0.08|spec_fusion_spec649_svc_c08_0.12|spec_fusion_spec649_svc_c08_0.18|spec_fusion_spec649_svc_c08_0.28|spec_fusion_spec649_svc_c08_0.35|spec_fusion_spec649_svc_c08_0.40|spec_spec649_gpu|spec_spec649_log_c04|spec_spec649_log_c08|spec_spec649_ridge_a5|spec_spec649_svc_c08|spec_zfusion_spec649_gpu_0.08|spec_zfusion_spec649_gpu_0.12|spec_zfusion_spec649_gpu_0.18|spec_zfusion_spec649_gpu_0.28|spec_zfusion_spec649_gpu_0.35|spec_zfusion_spec649_log_c04_0.08|spec_zfusion_spec649_log_c04_0.12|spec_zfusion_spec649_log_c04_0.18|spec_zfusion_spec649_log_c04_0.28|spec_zfusion_spec649_log_c04_0.35|spec_zfusion_spec649_log_c08_0.08|spec_zfusion_spec649_log_c08_0.12|spec_zfusion_spec649_log_c08_0.18|spec_zfusion_spec649_log_c08_0.28|spec_zfusion_spec649_log_c08_0.35|spec_zfusion_spec649_ridge_a5_0.08|spec_zfusion_spec649_ridge_a5_0.12|spec_zfusion_spec649_ridge_a5_0.18|spec_zfusion_spec649_ridge_a5_0.28|spec_zfusion_spec649_ridge_a5_0.35|spec_zfusion_spec649_svc_c08_0.08|spec_zfusion_spec649_svc_c08_0.12|spec_zfusion_spec649_svc_c08_0.18|spec_zfusion_spec649_svc_c08_0.28|spec_zfusion_spec649_svc_c08_0.35|stack_lda|stack_log_c003|stack_log_c01,stack_log_c01|spec_zfusion_spec649_ridge_a5_0.28|recipe_robust_core_median,stack_log_c01|spec_zfusion_spec649_ridge_a5_0.28|recipe_robust_core_median|recipe_robust_core_mean|stack_lda,stack_log_c01|spec_zfusion_spec649_ridge_a5_0.28|recipe_robust_core_median|recipe_robust_core_mean|stack_lda|stack_log_c003|spec_fusion_spec649_ridge_a5_0.28|recipe_robust_core_zmean,stack_log_c01|spec_zfusion_spec649_ridge_a5_0.28|recipe_robust_core_median|recipe_robust_core_mean|stack_lda|stack_log_c003|spec_fusion_spec649_ridge_a5_0.28|recipe_robust_core_zmean|spec_fusion_spec649_ridge_a5_0.18|spec_zfusion_spec649_ridge_a5_0.08|spec_zfusion_spec649_log_c04_0.28|spec_fusion_spec649_ridge_a5_0.12,121,conv_fusion_net_0.10|conv_fusion_net_0.20|conv_fusion_net_0.35|conv_fusion_z_et_0.10|conv_fusion_z_et_0.20|conv_fusion_z_et_0.35|conv_fusion_z_log_0.10|conv_fusion_z_log_0.20|conv_fusion_z_log_0.35|conv_fusion_z_svc_0.10|conv_fusion_z_svc_0.20|conv_fusion_z_svc_0.35|conv_fusion_zp_log_0.10|conv_fusion_zp_log_0.20|conv_fusion_zp_log_0.35|conv_gate0.008|conv_gate0.012|conv_gate0.016|conv_net|conv_svc|conv_z_et|conv_z_log|conv_z_svc|conv_zp_log|erp_erp_late_et_l8|erp_erp_late_lda|erp_erp_late_log_c03|erp_erp_late_log_c08|erp_erp_late_ridge_a8|erp_erp_late_svc_c07|oof_rank_mean12|oof_rank_mean3|oof_rank_mean5|oof_rank_mean8|oof_rank_median12|oof_rank_median3|oof_rank_median5|oof_rank_median8|recipe_conv_spec_erp_mean|recipe_conv_spec_erp_median|recipe_conv_spec_erp_zmean|recipe_four_core_mean|recipe_four_core_median|recipe_four_core_zmean|recipe_robust_core_mean|recipe_robust_core_median|recipe_robust_core_zmean|spec_base|spec_fusion_spec649_gpu_0.03|spec_fusion_spec649_gpu_0.05|spec_fusion_spec649_gpu_0.08|spec_fusion_spec649_gpu_0.12|spec_fusion_spec649_gpu_0.18|spec_fusion_spec649_gpu_0.28|spec_fusion_spec649_gpu_0.35|spec_fusion_spec649_gpu_0.40|spec_fusion_spec649_log_c04_0.03|spec_fusion_spec649_log_c04_0.05|spec_fusion_spec649_log_c04_0.08|spec_fusion_spec649_log_c04_0.12|spec_fusion_spec649_log_c04_0.18|spec_fusion_spec649_log_c04_0.28|spec_fusion_spec649_log_c04_0.35|spec_fusion_spec649_log_c04_0.40|spec_fusion_spec649_log_c08_0.03|spec_fusion_spec649_log_c08_0.05|spec_fusion_spec649_log_c08_0.08|spec_fusion_spec649_log_c08_0.12|spec_fusion_spec649_log_c08_0.18|spec_fusion_spec649_log_c08_0.28|spec_fusion_spec649_log_c08_0.35|spec_fusion_spec649_log_c08_0.40|spec_fusion_spec649_ridge_a5_0.03|spec_fusion_spec649_ridge_a5_0.05|spec_fusion_spec649_ridge_a5_0.08|spec_fusion_spec649_ridge_a5_0.12|spec_fusion_spec649_ridge_a5_0.18|spec_fusion_spec649_ridge_a5_0.28|spec_fusion_spec649_ridge_a5_0.35|spec_fusion_spec649_ridge_a5_0.40|spec_fusion_spec649_svc_c08_0.03|spec_fusion_spec649_svc_c08_0.05|spec_fusion_spec649_svc_c08_0.08|spec_fusion_spec649_svc_c08_0.12|spec_fusion_spec649_svc_c08_0.18|spec_fusion_spec649_svc_c08_0.28|spec_fusion_spec649_svc_c08_0.35|spec_fusion_spec649_svc_c08_0.40|spec_spec649_gpu|spec_spec649_log_c04|spec_spec649_log_c08|spec_spec649_ridge_a5|spec_spec649_svc_c08|spec_zfusion_spec649_gpu_0.08|spec_zfusion_spec649_gpu_0.12|spec_zfusion_spec649_gpu_0.18|spec_zfusion_spec649_gpu_0.28|spec_zfusion_spec649_gpu_0.35|spec_zfusion_spec649_log_c04_0.08|spec_zfusion_spec649_log_c04_0.12|spec_zfusion_spec649_log_c04_0.18|spec_zfusion_spec649_log_c04_0.28|spec_zfusion_spec649_log_c04_0.35|spec_zfusion_spec649_log_c08_0.08|spec_zfusion_spec649_log_c08_0.12|spec_zfusion_spec649_log_c08_0.18|spec_zfusion_spec649_log_c08_0.28|spec_zfusion_spec649_log_c08_0.35|spec_zfusion_spec649_ridge_a5_0.08|spec_zfusion_spec649_ridge_a5_0.12|spec_zfusion_spec649_ridge_a5_0.18|spec_zfusion_spec649_ridge_a5_0.28|spec_zfusion_spec649_ridge_a5_0.35|spec_zfusion_spec649_svc_c08_0.08|spec_zfusion_spec649_svc_c08_0.12|spec_zfusion_spec649_svc_c08_0.18|spec_zfusion_spec649_svc_c08_0.28|spec_zfusion_spec649_svc_c08_0.35|stack_lda|stack_log_c003|stack_log_c01,conv_fusion_net_0.35,oof_rank_median5
5,done,121,fusion_z_svc_0.35,0.6671586715867158,113,conv_fusion_net_0.10|conv_fusion_net_0.20|conv_fusion_net_0.35|conv_fusion_z_et_0.10|conv_fusion_z_et_0.20|conv_fusion_z_et_0.35|conv_fusion_z_log_0.10|conv_fusion_z_log_0.20|conv_fusion_z_log_0.35|conv_fusion_z_svc_0.10|conv_fusion_z_svc_0.20|conv_fusion_z_svc_0.35|conv_fusion_zp_log_0.10|conv_fusion_zp_log_0.20|conv_fusion_zp_log_0.35|conv_gate0.008|conv_gate0.012|conv_gate0.016|conv_net|conv_svc|conv_z_et|conv_z_log|conv_z_svc|conv_zp_log|erp_erp_late_et_l8|erp_erp_late_lda|erp_erp_late_log_c03|erp_erp_late_log_c08|erp_erp_late_ridge_a8|erp_erp_late_svc_c07|recipe_conv_spec_erp_mean|recipe_conv_spec_erp_median|recipe_conv_spec_erp_zmean|recipe_four_core_mean|recipe_four_core_median|recipe_four_core_zmean|recipe_robust_core_mean|recipe_robust_core_median|recipe_robust_core_zmean|spec_base|spec_fusion_spec649_gpu_0.03|spec_fusion_spec649_gpu_0.05|spec_fusion_spec649_gpu_0.08|spec_fusion_spec649_gpu_0.12|spec_fusion_spec649_gpu_0.18|spec_fusion_spec649_gpu_0.28|spec_fusion_spec649_gpu_0.35|spec_fusion_spec649_gpu_0.40|spec_fusion_spec649_log_c04_0.03|spec_fusion_spec649_log_c04_0.05|spec_fusion_spec649_log_c04_0.08|spec_fusion_spec649_log_c04_0.12|spec_fusion_spec649_log_c04_0.18|spec_fusion_spec649_log_c04_0.28|spec_fusion_spec649_log_c04_0.35|spec_fusion_spec649_log_c04_0.40|spec_fusion_spec649_log_c08_0.03|spec_fusion_spec649_log_c08_0.05|spec_fusion_spec649_log_c08_0.08|spec_fusion_spec649_log_c08_0.12|spec_fusion_spec649_log_c08_0.18|spec_fusion_spec649_log_c08_0.28|spec_fusion_spec649_log_c08_0.35|spec_fusion_spec649_log_c08_0.40|spec_fusion_spec649_ridge_a5_0.03|spec_fusion_spec649_ridge_a5_0.05|spec_fusion_spec649_ridge_a5_0.08|spec_fusion_spec649_ridge_a5_0.12|spec_fusion_spec649_ridge_a5_0.18|spec_fusion_spec649_ridge_a5_0.28|spec_fusion_spec649_ridge_a5_0.35|spec_fusion_spec649_ridge_a5_0.40|spec_fusion_spec649_svc_c08_0.03|spec_fusion_spec649_svc_c08_0.05|spec_fusion_spec649_svc_c08_0.08|spec_fusion_spec649_svc_c08_0.12|spec_fusion_spec649_svc_c08_0.18|spec_fusion_spec649_svc_c08_0.28|spec_fusion_spec649_svc_c08_0.35|spec_fusion_spec649_svc_c08_0.40|spec_spec649_gpu|spec_spec649_log_c04|spec_spec649_log_c08|spec_spec649_ridge_a5|spec_spec649_svc_c08|spec_zfusion_spec649_gpu_0.08|spec_zfusion_spec649_gpu_0.12|spec_zfusion_spec649_gpu_0.18|spec_zfusion_spec649_gpu_0.28|spec_zfusion_spec649_gpu_0.35|spec_zfusion_spec649_log_c04_0.08|spec_zfusion_spec649_log_c04_0.12|spec_zfusion_spec649_log_c04_0.18|spec_zfusion_spec649_log_c04_0.28|spec_zfusion_spec649_log_c04_0.35|spec_zfusion_spec649_log_c08_0.08|spec_zfusion_spec649_log_c08_0.12|spec_zfusion_spec649_log_c08_0.18|spec_zfusion_spec649_log_c08_0.28|spec_zfusion_spec649_log_c08_0.35|spec_zfusion_spec649_ridge_a5_0.08|spec_zfusion_spec649_ridge_a5_0.12|spec_zfusion_spec649_ridge_a5_0.18|spec_zfusion_spec649_ridge_a5_0.28|spec_zfusion_spec649_ridge_a5_0.35|spec_zfusion_spec649_svc_c08_0.08|spec_zfusion_spec649_svc_c08_0.12|spec_zfusion_spec649_svc_c08_0.18|spec_zfusion_spec649_svc_c08_0.28|spec_zfusion_spec649_svc_c08_0.35|stack_lda|stack_log_c003|stack_log_c01,stack_log_c01|recipe_robust_core_median|recipe_robust_core_mean,stack_log_c01|recipe_robust_core_median|recipe_robust_core_mean|stack_log_c003|recipe_robust_core_zmean,stack_log_c01|recipe_robust_core_median|recipe_robust_core_mean|stack_log_c003|recipe_robust_core_zmean|conv_gate0.016|conv_gate0.012|conv_gate0.008,stack_log_c01|recipe_robust_core_median|recipe_robust_core_mean|stack_log_c003|recipe_robust_core_zmean|conv_gate0.016|conv_gate0.012|conv_gate0.008|conv_fusion_z_svc_0.35|recipe_four_core_zmean|recipe_four_core_median|recipe_four_core_mean,121,conv_fusion_net_0.10|conv_fusion_net_0.20|conv_fusion_net_0.35|conv_fusion_z_et_0.10|conv_fusion_z_et_0.20|conv_fusion_z_et_0.35|conv_fusion_z_log_0.10|conv_fusion_z_log_0.20|conv_fusion_z_log_0.35|conv_fusion_z_svc_0.10|conv_fusion_z_svc_0.20|conv_fusion_z_svc_0.35|conv_fusion_zp_log_0.10|conv_fusion_zp_log_0.20|conv_fusion_zp_log_0.35|conv_gate0.008|conv_gate0.012|conv_gate0.016|conv_net|conv_svc|conv_z_et|conv_z_log|conv_z_svc|conv_zp_log|erp_erp_late_et_l8|erp_erp_late_lda|erp_erp_late_log_c03|erp_erp_late_log_c08|erp_erp_late_ridge_a8|erp_erp_late_svc_c07|oof_rank_mean12|oof_rank_mean3|oof_rank_mean5|oof_rank_mean8|oof_rank_median12|oof_rank_median3|oof_rank_median5|oof_rank_median8|recipe_conv_spec_erp_mean|recipe_conv_spec_erp_median|recipe_conv_spec_erp_zmean|recipe_four_core_mean|recipe_four_core_median|recipe_four_core_zmean|recipe_robust_core_mean|recipe_robust_core_median|recipe_robust_core_zmean|spec_base|spec_fusion_spec649_gpu_0.03|spec_fusion_spec649_gpu_0.05|spec_fusion_spec649_gpu_0.08|spec_fusion_spec649_gpu_0.12|spec_fusion_spec649_gpu_0.18|spec_fusion_spec649_gpu_0.28|spec_fusion_spec649_gpu_0.35|spec_fusion_spec649_gpu_0.40|spec_fusion_spec649_log_c04_0.03|spec_fusion_spec649_log_c04_0.05|spec_fusion_spec649_log_c04_0.08|spec_fusion_spec649_log_c04_0.12|spec_fusion_spec649_log_c04_0.18|spec_fusion_spec649_log_c04_0.28|spec_fusion_spec649_log_c04_0.35|spec_fusion_spec649_log_c04_0.40|spec_fusion_spec649_log_c08_0.03|spec_fusion_spec649_log_c08_0.05|spec_fusion_spec649_log_c08_0.08|spec_fusion_spec649_log_c08_0.12|spec_fusion_spec649_log_c08_0.18|spec_fusion_spec649_log_c08_0.28|spec_fusion_spec649_log_c08_0.35|spec_fusion_spec649_log_c08_0.40|spec_fusion_spec649_ridge_a5_0.03|spec_fusion_spec649_ridge_a5_0.05|spec_fusion_spec649_ridge_a5_0.08|spec_fusion_spec649_ridge_a5_0.12|spec_fusion_spec649_ridge_a5_0.18|spec_fusion_spec649_ridge_a5_0.28|spec_fusion_spec649_ridge_a5_0.35|spec_fusion_spec649_ridge_a5_0.40|spec_fusion_spec649_svc_c08_0.03|spec_fusion_spec649_svc_c08_0.05|spec_fusion_spec649_svc_c08_0.08|spec_fusion_spec649_svc_c08_0.12|spec_fusion_spec649_svc_c08_0.18|spec_fusion_spec649_svc_c08_0.28|spec_fusion_spec649_svc_c08_0.35|spec_fusion_spec649_svc_c08_0.40|spec_spec649_gpu|spec_spec649_log_c04|spec_spec649_log_c08|spec_spec649_ridge_a5|spec_spec649_svc_c08|spec_zfusion_spec649_gpu_0.08|spec_zfusion_spec649_gpu_0.12|spec_zfusion_spec649_gpu_0.18|spec_zfusion_spec649_gpu_0.28|spec_zfusion_spec649_gpu_0.35|spec_zfusion_spec649_log_c04_0.08|spec_zfusion_spec649_log_c04_0.12|spec_zfusion_spec649_log_c04_0.18|spec_zfusion_spec649_log_c04_0.28|spec_zfusion_spec649_log_c04_0.35|spec_zfusion_spec649_log_c08_0.08|spec_zfusion_spec649_log_c08_0.12|spec_zfusion_spec649_log_c08_0.18|spec_zfusion_spec649_log_c08_0.28|spec_zfusion_spec649_log_c08_0.35|spec_zfusion_spec649_ridge_a5_0.08|spec_zfusion_spec649_ridge_a5_0.12|spec_zfusion_spec649_ridge_a5_0.18|spec_zfusion_spec649_ridge_a5_0.28|spec_zfusion_spec649_ridge_a5_0.35|spec_zfusion_spec649_svc_c08_0.08|spec_zfusion_spec649_svc_c08_0.12|spec_zfusion_spec649_svc_c08_0.18|spec_zfusion_spec649_svc_c08_0.28|spec_zfusion_spec649_svc_c08_0.35|stack_lda|stack_log_c003|stack_log_c01,stack_lda,oof_rank_median8
