seed,method,selected,oof_accuracy,accuracy,balanced_accuracy,pred_rate
1145,conv_fusion_net_0.10,conv_fusion_net_0.10,0.6597785977859778,0.7728613569321534,0.7685010482180293,0.41297935103244837
1145,conv_fusion_net_0.20,conv_fusion_net_0.20,0.6634686346863469,0.7699115044247787,0.7638888888888888,0.3864306784660767
1145,conv_fusion_net_0.35,conv_fusion_net_0.35,0.6693726937269373,0.7374631268436578,0.7259958071278826,0.3008849557522124
1145,conv_fusion_z_et_0.10,conv_fusion_z_et_0.10,0.6642066420664207,0.7699115044247787,0.7682914046121593,0.45722713864306785
1145,conv_fusion_z_et_0.20,conv_fusion_z_et_0.20,0.6701107011070111,0.7610619469026548,0.759958071278826,0.46607669616519176
1145,conv_fusion_z_et_0.35,conv_fusion_z_et_0.35,0.6752767527675276,0.7492625368731564,0.7488469601677148,0.4778761061946903
1145,conv_fusion_z_log_0.10,conv_fusion_z_log_0.10,0.6634686346863469,0.7699115044247787,0.7693920335429769,0.4749262536873156
1145,conv_fusion_z_log_0.20,conv_fusion_z_log_0.20,0.6634686346863469,0.7640117994100295,0.7631027253668763,0.4690265486725664
1145,conv_fusion_z_log_0.35,conv_fusion_z_log_0.35,0.6678966789667896,0.7463126843657817,0.7449685534591195,0.4631268436578171
1145,conv_fusion_z_svc_0.10,conv_fusion_z_svc_0.10,0.6642066420664207,0.7728613569321534,0.7721698113207547,0.471976401179941
1145,conv_fusion_z_svc_0.20,conv_fusion_z_svc_0.20,0.6708487084870849,0.7640117994100295,0.7627358490566037,0.4631268436578171
1145,conv_fusion_z_svc_0.35,conv_fusion_z_svc_0.35,0.6701107011070111,0.7345132743362832,0.7334905660377358,0.4690265486725664
1145,conv_fusion_zp_log_0.10,conv_fusion_zp_log_0.10,0.6634686346863469,0.7728613569321534,0.7721698113207547,0.471976401179941
1145,conv_fusion_zp_log_0.20,conv_fusion_zp_log_0.20,0.6634686346863469,0.7610619469026548,0.7603249475890985,0.471976401179941
1145,conv_fusion_zp_log_0.35,conv_fusion_zp_log_0.35,0.6686346863468635,0.7463126843657817,0.7449685534591195,0.4631268436578171
1145,conv_gate0.008,conv_gate0.008,0.6752767527675276,0.7492625368731564,0.7488469601677148,0.4778761061946903
1145,conv_gate0.012,conv_gate0.012,0.6752767527675276,0.7492625368731564,0.7488469601677148,0.4778761061946903
1145,conv_gate0.016,conv_gate0.016,0.6752767527675276,0.7492625368731564,0.7488469601677148,0.4778761061946903
1145,conv_net,conv_net,0.6361623616236163,0.6755162241887905,0.6592243186582809,0.22713864306784662
1145,conv_svc,conv_svc,0.647970479704797,0.7610619469026548,0.7588574423480083,0.44837758112094395
1145,conv_z_et,conv_z_et,0.6413284132841328,0.7197640117994101,0.720335429769392,0.49557522123893805
1145,conv_z_log,conv_z_log,0.6376383763837639,0.7050147492625368,0.7053459119496854,0.49262536873156343
1145,conv_z_svc,conv_z_svc,0.6450184501845019,0.7109144542772862,0.7112683438155136,0.49262536873156343
1145,conv_zp_log,conv_zp_log,0.6391143911439114,0.7079646017699115,0.7084905660377359,0.49557522123893805
1145,erp_erp_late_et_l8,erp_erp_late_et_l8,0.6560885608856089,0.7050147492625368,0.6994758909853249,0.39823008849557523
1145,erp_erp_late_lda,erp_erp_late_lda,0.6214022140221402,0.6666666666666666,0.6640985324947589,0.44837758112094395
1145,erp_erp_late_log_c03,erp_erp_late_log_c03,0.6317343173431734,0.6843657817109144,0.6840670859538784,0.4837758112094395
1145,erp_erp_late_log_c08,erp_erp_late_log_c08,0.6081180811808118,0.6637168141592921,0.6627882599580712,0.4749262536873156
1145,erp_erp_late_ridge_a8,erp_erp_late_ridge_a8,0.6110701107011071,0.6194690265486725,0.6185534591194968,0.4778761061946903
1145,erp_erp_late_svc_c07,erp_erp_late_svc_c07,0.6693726937269373,0.6902654867256637,0.6892557651991614,0.471976401179941
1145,oof_rank_mean12,oof_rank_mean12,0.6907749077490775,0.775811209439528,0.77458071278826,0.4631268436578171
1145,oof_rank_mean3,oof_rank_mean3,0.692250922509225,0.775811209439528,0.7753144654088051,0.4749262536873156
1145,oof_rank_mean5,oof_rank_mean5,0.6885608856088561,0.7846607669616519,0.7847484276729559,0.4837758112094395
