method,mean_accuracy,min_accuracy,max_accuracy,n_seeds,accuracy_seed_1,accuracy_seed_3,accuracy_seed_5,accuracy_seed_66,accuracy_seed_789,accuracy_seed_1145,accuracy_seed_2835396,accuracy_seed_18695,accuracy_seed_7723,accuracy_seed_114399,accuracy_seed_200,accuracy_seed_987654,accuracy_seed_2026,accuracy_seed_2027,accuracy_seed_2028,order_seed_1,order_seed_3,order_seed_5,order_seed_66,order_seed_789,order_seed_1145,order_seed_2835396,order_seed_18695,order_seed_7723,order_seed_114399,order_seed_200,order_seed_987654,order_seed_2026,order_seed_2027,order_seed_2028
spec_fusion_spec649_gpu_0.03,0.7150442477876108,0.6696165191740413,0.7610619469026548,15,0.7374631268436578,0.7079646017699115,0.7404129793510325,0.7138643067846607,0.6696165191740413,0.7610619469026548,0.7315634218289085,0.7079646017699115,0.6932153392330384,0.696165191740413,0.7138643067846607,0.7050147492625368,0.7256637168141593,0.7315634218289085,0.6902654867256637,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
spec_fusion_spec649_svc_c08_0.28,0.7150442477876106,0.6755162241887905,0.7728613569321534,15,0.7433628318584071,0.7227138643067846,0.7315634218289085,0.7079646017699115,0.6755162241887905,0.7728613569321534,0.7286135693215339,0.7138643067846607,0.6902654867256637,0.7109144542772862,0.7109144542772862,0.7020648967551623,0.7227138643067846,0.7168141592920354,0.6755162241887905,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
conv_fusion_z_log_0.35,0.7150442477876104,0.6637168141592921,0.7581120943952803,15,0.7050147492625368,0.7581120943952803,0.7079646017699115,0.7197640117994101,0.6784660766961652,0.7463126843657817,0.7315634218289085,0.7227138643067846,0.6755162241887905,0.7138643067846607,0.7286135693215339,0.7168141592920354,0.7492625368731564,0.7079646017699115,0.6637168141592921,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
spec_fusion_spec649_log_c04_0.12,0.7150442477876104,0.6755162241887905,0.7640117994100295,15,0.7374631268436578,0.7109144542772862,0.7374631268436578,0.7020648967551623,0.6755162241887905,0.7640117994100295,0.7286135693215339,0.7079646017699115,0.6932153392330384,0.6932153392330384,0.7109144542772862,0.7138643067846607,0.7286135693215339,0.7256637168141593,0.696165191740413,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
conv_svc,0.7146509341199607,0.6666666666666666,0.7610619469026548,15,0.7404129793510325,0.7079646017699115,0.7374631268436578,0.7079646017699115,0.6666666666666666,0.7610619469026548,0.7315634218289085,0.6991150442477876,0.6902654867256637,0.7079646017699115,0.7227138643067846,0.7079646017699115,0.7197640117994101,0.7286135693215339,0.6902654867256637,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
spec_base,0.7146509341199607,0.6666666666666666,0.7610619469026548,15,0.7404129793510325,0.7079646017699115,0.7374631268436578,0.7079646017699115,0.6666666666666666,0.7610619469026548,0.7315634218289085,0.6991150442477876,0.6902654867256637,0.7079646017699115,0.7227138643067846,0.7079646017699115,0.7197640117994101,0.7286135693215339,0.6902654867256637,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
spec_fusion_spec649_gpu_0.05,0.7146509341199606,0.672566371681416,0.7610619469026548,15,0.7345132743362832,0.7138643067846607,0.7374631268436578,0.7109144542772862,0.672566371681416,0.7610619469026548,0.7315634218289085,0.7020648967551623,0.6932153392330384,0.696165191740413,0.7109144542772862,0.7050147492625368,0.7286135693215339,0.7286135693215339,0.6932153392330384,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
spec_fusion_spec649_ridge_a5_0.18,0.7146509341199606,0.6637168141592921,0.7699115044247787,15,0.7315634218289085,0.7168141592920354,0.7433628318584071,0.7138643067846607,0.6637168141592921,0.7699115044247787,0.7256637168141593,0.7079646017699115,0.696165191740413,0.6932153392330384,0.7050147492625368,0.7168141592920354,0.7227138643067846,0.7168141592920354,0.696165191740413,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77
conv_fusion_zp_log_0.35,0.7144542772861356,0.6637168141592921,0.7581120943952803,15,0.7050147492625368,0.7581120943952803,0.7079646017699115,0.7138643067846607,0.6784660766961652,0.7463126843657817,0.7345132743362832,0.7197640117994101,0.6755162241887905,0.7138643067846607,0.7286135693215339,0.7168141592920354,0.7463126843657817,0.7079646017699115,0.6637168141592921,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
spec_fusion_spec649_ridge_a5_0.12,0.7142576204523109,0.6755162241887905,0.7610619469026548,15,0.7315634218289085,0.7168141592920354,0.7404129793510325,0.7020648967551623,0.6755162241887905,0.7610619469026548,0.7256637168141593,0.7050147492625368,0.6932153392330384,0.696165191740413,0.7138643067846607,0.7197640117994101,0.7227138643067846,0.7197640117994101,0.6902654867256637,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
spec_fusion_spec649_gpu_0.18,0.7142576204523107,0.6696165191740413,0.7640117994100295,15,0.7256637168141593,0.7138643067846607,0.7345132743362832,0.7079646017699115,0.6696165191740413,0.7640117994100295,0.7197640117994101,0.7138643067846607,0.672566371681416,0.7050147492625368,0.7079646017699115,0.7256637168141593,0.7286135693215339,0.7256637168141593,0.6991150442477876,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
recipe_robust_core_zmean,0.7132743362831859,0.6548672566371682,0.7581120943952803,15,0.7197640117994101,0.7138643067846607,0.7315634218289085,0.7079646017699115,0.6548672566371682,0.7581120943952803,0.7227138643067846,0.7168141592920354,0.6932153392330384,0.7079646017699115,0.7138643067846607,0.7020648967551623,0.7227138643067846,0.7315634218289085,0.7020648967551623,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
spec_fusion_spec649_log_c04_0.35,0.7132743362831858,0.6666666666666666,0.7463126843657817,15,0.7315634218289085,0.7286135693215339,0.7227138643067846,0.6902654867256637,0.6666666666666666,0.7374631268436578,0.7463126843657817,0.7138643067846607,0.6814159292035398,0.6902654867256637,0.6755162241887905,0.7315634218289085,0.7197640117994101,0.7345132743362832,0.7286135693215339,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
spec_fusion_spec649_ridge_a5_0.35,0.7132743362831858,0.6578171091445427,0.7522123893805309,15,0.7168141592920354,0.7286135693215339,0.7345132743362832,0.7020648967551623,0.6578171091445427,0.7522123893805309,0.7315634218289085,0.7256637168141593,0.6902654867256637,0.6873156342182891,0.7050147492625368,0.7138643067846607,0.7256637168141593,0.7138643067846607,0.7138643067846607,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
conv_fusion_net_0.35,0.7130776794493608,0.6637168141592921,0.7640117994100295,15,0.7256637168141593,0.7640117994100295,0.7197640117994101,0.672566371681416,0.6784660766961652,0.7374631268436578,0.7610619469026548,0.6991150442477876,0.6902654867256637,0.7109144542772862,0.7227138643067846,0.7315634218289085,0.7109144542772862,0.7079646017699115,0.6637168141592921,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
spec_zfusion_spec649_log_c04_0.28,0.7126843657817108,0.6666666666666666,0.7463126843657817,15,0.7109144542772862,0.7109144542772862,0.7256637168141593,0.7079646017699115,0.6666666666666666,0.7463126843657817,0.7345132743362832,0.7079646017699115,0.6755162241887905,0.696165191740413,0.7197640117994101,0.7227138643067846,0.7079646017699115,0.7315634218289085,0.7256637168141593,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
recipe_conv_spec_erp_zmean,0.7126843657817107,0.6666666666666666,0.7610619469026548,15,0.7138643067846607,0.7168141592920354,0.7286135693215339,0.7138643067846607,0.6666666666666666,0.7610619469026548,0.7315634218289085,0.7109144542772862,0.6991150442477876,0.7079646017699115,0.7020648967551623,0.6932153392330384,0.7286135693215339,0.7374631268436578,0.6784660766961652,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
recipe_four_core_zmean,0.7126843657817107,0.6666666666666666,0.7610619469026548,15,0.7138643067846607,0.7168141592920354,0.7286135693215339,0.7138643067846607,0.6666666666666666,0.7610619469026548,0.7315634218289085,0.7109144542772862,0.6991150442477876,0.7079646017699115,0.7020648967551623,0.6932153392330384,0.7286135693215339,0.7374631268436578,0.6784660766961652,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
spec_zfusion_spec649_log_c08_0.28,0.711701081612586,0.672566371681416,0.7463126843657817,15,0.7138643067846607,0.7109144542772862,0.7168141592920354,0.7109144542772862,0.672566371681416,0.7463126843657817,0.7315634218289085,0.7050147492625368,0.6843657817109144,0.696165191740413,0.7138643067846607,0.7227138643067846,0.7079646017699115,0.7286135693215339,0.7138643067846607,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107
spec_zfusion_spec649_log_c08_0.12,0.7115044247787611,0.672566371681416,0.7699115044247787,15,0.7197640117994101,0.6991150442477876,0.7374631268436578,0.7050147492625368,0.672566371681416,0.7699115044247787,0.7256637168141593,0.6932153392330384,0.6784660766961652,0.696165191740413,0.7197640117994101,0.7050147492625368,0.7315634218289085,0.7168141592920354,0.7020648967551623,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
spec_zfusion_spec649_log_c08_0.18,0.7115044247787611,0.6637168141592921,0.7551622418879056,15,0.7138643067846607,0.7138643067846607,0.7374631268436578,0.7109144542772862,0.6637168141592921,0.7551622418879056,0.7345132743362832,0.7079646017699115,0.6784660766961652,0.6932153392330384,0.7050147492625368,0.7168141592920354,0.7256637168141593,0.7138643067846607,0.7020648967551623,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106
spec_zfusion_spec649_ridge_a5_0.12,0.711307767944936,0.6696165191740413,0.7640117994100295,15,0.7197640117994101,0.6991150442477876,0.7315634218289085,0.7168141592920354,0.6696165191740413,0.7640117994100295,0.7197640117994101,0.7050147492625368,0.6814159292035398,0.696165191740413,0.7050147492625368,0.7079646017699115,0.7168141592920354,0.7315634218289085,0.7050147492625368,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110
spec_fusion_spec649_log_c08_0.35,0.7099311701081613,0.6666666666666666,0.7374631268436578,15,0.7020648967551623,0.7256637168141593,0.7315634218289085,0.6784660766961652,0.6666666666666666,0.7374631268436578,0.7374631268436578,0.7197640117994101,0.6784660766961652,0.6932153392330384,0.6696165191740413,0.7256637168141593,0.7197640117994101,0.7374631268436578,0.7256637168141593,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71
conv_fusion_z_svc_0.35,0.7099311701081612,0.6460176991150443,0.7581120943952803,15,0.7020648967551623,0.7581120943952803,0.7079646017699115,0.7197640117994101,0.6843657817109144,0.7345132743362832,0.7315634218289085,0.7138643067846607,0.6784660766961652,0.7138643067846607,0.7168141592920354,0.7050147492625368,0.7315634218289085,0.7050147492625368,0.6460176991150443,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
spec_zfusion_spec649_log_c04_0.12,0.7097345132743363,0.672566371681416,0.7640117994100295,15,0.7227138643067846,0.6991150442477876,0.7374631268436578,0.7079646017699115,0.672566371681416,0.7640117994100295,0.7197640117994101,0.6991150442477876,0.6784660766961652,0.6932153392330384,0.7138643067846607,0.696165191740413,0.7286135693215339,0.7138643067846607,0.6991150442477876,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
spec_zfusion_spec649_log_c04_0.18,0.7093411996066865,0.6666666666666666,0.7551622418879056,15,0.7138643067846607,0.7079646017699115,0.7315634218289085,0.7079646017699115,0.6666666666666666,0.7551622418879056,0.7345132743362832,0.7050147492625368,0.6873156342182891,0.6932153392330384,0.7050147492625368,0.7079646017699115,0.7197640117994101,0.7109144542772862,0.6932153392330384,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
spec_zfusion_spec649_log_c08_0.08,0.7093411996066863,0.6755162241887905,0.7551622418879056,15,0.7197640117994101,0.696165191740413,0.7345132743362832,0.7079646017699115,0.6755162241887905,0.7551622418879056,0.7197640117994101,0.6932153392330384,0.6814159292035398,0.6991150442477876,0.7079646017699115,0.7050147492625368,0.7256637168141593,0.7227138643067846,0.696165191740413,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104
spec_fusion_spec649_ridge_a5_0.40,0.7091445427728615,0.6489675516224189,0.7492625368731564,15,0.7050147492625368,0.7197640117994101,0.7256637168141593,0.6991150442477876,0.6489675516224189,0.7492625368731564,0.7374631268436578,0.7286135693215339,0.6814159292035398,0.6784660766961652,0.7079646017699115,0.7109144542772862,0.7109144542772862,0.7197640117994101,0.7138643067846607,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
spec_fusion_spec649_gpu_0.28,0.7091445427728612,0.6755162241887905,0.7345132743362832,15,0.7256637168141593,0.7020648967551623,0.7286135693215339,0.6843657817109144,0.6784660766961652,0.7345132743362832,0.7345132743362832,0.7079646017699115,0.6755162241887905,0.7109144542772862,0.7109144542772862,0.7197640117994101,0.6991150442477876,0.7286135693215339,0.696165191740413,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
spec_zfusion_spec649_ridge_a5_0.28,0.7089478859390366,0.6666666666666666,0.7492625368731564,15,0.7138643067846607,0.7109144542772862,0.7138643067846607,0.7109144542772862,0.6666666666666666,0.7492625368731564,0.7286135693215339,0.7227138643067846,0.6666666666666666,0.6873156342182891,0.7079646017699115,0.7197640117994101,0.7138643067846607,0.7315634218289085,0.6902654867256637,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112
spec_zfusion_spec649_log_c04_0.08,0.7089478859390363,0.672566371681416,0.7581120943952803,15,0.7256637168141593,0.6902654867256637,0.7345132743362832,0.7020648967551623,0.672566371681416,0.7581120943952803,0.7256637168141593,0.6932153392330384,0.6814159292035398,0.7020648967551623,0.7050147492625368,0.7020648967551623,0.7286135693215339,0.7168141592920354,0.696165191740413,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
spec_zfusion_spec649_ridge_a5_0.18,0.7085545722713866,0.672566371681416,0.7522123893805309,15,0.7020648967551623,0.7050147492625368,0.7345132743362832,0.7079646017699115,0.672566371681416,0.7522123893805309,0.7227138643067846,0.7050147492625368,0.6784660766961652,0.6932153392330384,0.6991150442477876,0.7197640117994101,0.7138643067846607,0.7197640117994101,0.7020648967551623,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
spec_zfusion_spec649_ridge_a5_0.08,0.7083579154375615,0.672566371681416,0.7551622418879056,15,0.7168141592920354,0.6902654867256637,0.7374631268436578,0.7109144542772862,0.672566371681416,0.7551622418879056,0.7168141592920354,0.6932153392330384,0.6814159292035398,0.696165191740413,0.7079646017699115,0.7020648967551623,0.7197640117994101,0.7256637168141593,0.6991150442477876,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109
spec_zfusion_spec649_log_c08_0.35,0.7081612586037366,0.6666666666666666,0.7463126843657817,15,0.7020648967551623,0.6991150442477876,0.7197640117994101,0.696165191740413,0.6666666666666666,0.7463126843657817,0.7168141592920354,0.7050147492625368,0.6784660766961652,0.7050147492625368,0.696165191740413,0.7197640117994101,0.7109144542772862,0.7345132743362832,0.7256637168141593,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
spec_fusion_spec649_log_c04_0.40,0.7081612586037365,0.6696165191740413,0.7374631268436578,15,0.7050147492625368,0.7227138643067846,0.7197640117994101,0.6755162241887905,0.6696165191740413,0.7138643067846607,0.7374631268436578,0.7109144542772862,0.6843657817109144,0.7050147492625368,0.6755162241887905,0.7197640117994101,0.7227138643067846,0.7345132743362832,0.7256637168141593,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
spec_zfusion_spec649_log_c04_0.35,0.7077679449360865,0.6578171091445427,0.7404129793510325,15,0.7079646017699115,0.7020648967551623,0.7256637168141593,0.7079646017699115,0.6578171091445427,0.7404129793510325,0.7168141592920354,0.7079646017699115,0.672566371681416,0.696165191740413,0.6902654867256637,0.7138643067846607,0.7168141592920354,0.7345132743362832,0.7256637168141593,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103
spec_zfusion_spec649_gpu_0.08,0.7058013765978368,0.6666666666666666,0.7404129793510325,15,0.7138643067846607,0.6873156342182891,0.7286135693215339,0.7109144542772862,0.6666666666666666,0.7404129793510325,0.7227138643067846,0.696165191740413,0.6843657817109144,0.6991150442477876,0.7079646017699115,0.7050147492625368,0.7197640117994101,0.7197640117994101,0.6843657817109144,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
spec_zfusion_spec649_gpu_0.28,0.7054080629301869,0.672566371681416,0.7433628318584071,15,0.7109144542772862,0.6932153392330384,0.7197640117994101,0.7168141592920354,0.672566371681416,0.7433628318584071,0.7286135693215339,0.696165191740413,0.6755162241887905,0.6784660766961652,0.7168141592920354,0.7168141592920354,0.7168141592920354,0.7020648967551623,0.6932153392330384,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
spec_zfusion_spec649_gpu_0.18,0.7050147492625367,0.6607669616519174,0.7492625368731564,15,0.7079646017699115,0.6902654867256637,0.7227138643067846,0.7079646017699115,0.6607669616519174,0.7492625368731564,0.7286135693215339,0.7050147492625368,0.6843657817109144,0.6991150442477876,0.7079646017699115,0.7020648967551623,0.7168141592920354,0.7050147492625368,0.6873156342182891,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96
spec_zfusion_spec649_gpu_0.12,0.704424778761062,0.6666666666666666,0.7433628318584071,15,0.7138643067846607,0.6873156342182891,0.7227138643067846,0.7079646017699115,0.6666666666666666,0.7433628318584071,0.7256637168141593,0.6932153392330384,0.6784660766961652,0.6991150442477876,0.7079646017699115,0.7020648967551623,0.7197640117994101,0.7109144542772862,0.6873156342182891,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
spec_zfusion_spec649_gpu_0.35,0.704031465093412,0.6607669616519174,0.7374631268436578,15,0.7020648967551623,0.6991150442477876,0.7227138643067846,0.7109144542772862,0.6607669616519174,0.7374631268436578,0.7256637168141593,0.7050147492625368,0.6637168141592921,0.6784660766961652,0.7168141592920354,0.7079646017699115,0.7227138643067846,0.7050147492625368,0.7020648967551623,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
spec_zfusion_spec649_ridge_a5_0.35,0.704031465093412,0.6607669616519174,0.7345132743362832,15,0.6991150442477876,0.6991150442477876,0.7079646017699115,0.7020648967551623,0.6607669616519174,0.7345132743362832,0.7197640117994101,0.7138643067846607,0.6666666666666666,0.696165191740413,0.7050147492625368,0.7138643067846607,0.7168141592920354,0.7227138643067846,0.7020648967551623,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113
spec_zfusion_spec649_svc_c08_0.08,0.7024582104228123,0.6696165191740413,0.7286135693215339,15,0.7109144542772862,0.696165191740413,0.7197640117994101,0.7109144542772862,0.6696165191740413,0.7286135693215339,0.7138643067846607,0.6932153392330384,0.672566371681416,0.6932153392330384,0.7138643067846607,0.696165191740413,0.7109144542772862,0.7227138643067846,0.6843657817109144,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114
spec_fusion_spec649_log_c08_0.40,0.7018682399213373,0.6430678466076696,0.7315634218289085,15,0.7020648967551623,0.7079646017699115,0.7138643067846607,0.6784660766961652,0.6430678466076696,0.7197640117994101,0.7286135693215339,0.6991150442477876,0.6932153392330384,0.6932153392330384,0.6784660766961652,0.7079646017699115,0.7050147492625368,0.7315634218289085,0.7256637168141593,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
spec_zfusion_spec649_svc_c08_0.12,0.7014749262536875,0.6666666666666666,0.7286135693215339,15,0.7109144542772862,0.696165191740413,0.7197640117994101,0.7109144542772862,0.6666666666666666,0.7286135693215339,0.7138643067846607,0.6932153392330384,0.6666666666666666,0.696165191740413,0.7050147492625368,0.7020648967551623,0.7079646017699115,0.7227138643067846,0.6814159292035398,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115
spec_zfusion_spec649_svc_c08_0.18,0.7002949852507374,0.6637168141592921,0.7256637168141593,15,0.7079646017699115,0.7020648967551623,0.7138643067846607,0.7050147492625368,0.6637168141592921,0.7227138643067846,0.7197640117994101,0.7020648967551623,0.6637168141592921,0.6873156342182891,0.7109144542772862,0.7079646017699115,0.7050147492625368,0.7256637168141593,0.6666666666666666,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116
spec_fusion_spec649_gpu_0.35,0.695378564405113,0.640117994100295,0.7227138643067846,15,0.7197640117994101,0.696165191740413,0.7138643067846607,0.6755162241887905,0.640117994100295,0.7227138643067846,0.7197640117994101,0.7050147492625368,0.672566371681416,0.6902654867256637,0.6873156342182891,0.7109144542772862,0.6755162241887905,0.7050147492625368,0.696165191740413,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
spec_zfusion_spec649_svc_c08_0.28,0.695378564405113,0.640117994100295,0.7256637168141593,15,0.7050147492625368,0.6932153392330384,0.7168141592920354,0.7079646017699115,0.6607669616519174,0.7197640117994101,0.7256637168141593,0.7138643067846607,0.640117994100295,0.672566371681416,0.6991150442477876,0.7079646017699115,0.6991150442477876,0.7168141592920354,0.6519174041297935,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117
conv_z_et,0.6930186823992133,0.6548672566371682,0.7345132743362832,15,0.696165191740413,0.7345132743362832,0.6932153392330384,0.7138643067846607,0.672566371681416,0.7197640117994101,0.7109144542772862,0.6607669616519174,0.6548672566371682,0.6755162241887905,0.7109144542772862,0.6873156342182891,0.7168141592920354,0.6873156342182891,0.6607669616519174,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
conv_z_svc,0.6918387413962634,0.6666666666666666,0.7256637168141593,15,0.6814159292035398,0.7256637168141593,0.6814159292035398,0.7256637168141593,0.6696165191740413,0.7109144542772862,0.7138643067846607,0.6814159292035398,0.6666666666666666,0.6814159292035398,0.6902654867256637,0.672566371681416,0.7197640117994101,0.6902654867256637,0.6666666666666666,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
spec_zfusion_spec649_svc_c08_0.35,0.6910521140609637,0.6312684365781711,0.7256637168141593,15,0.6932153392330384,0.6873156342182891,0.7138643067846607,0.7020648967551623,0.6578171091445427,0.7227138643067846,0.7256637168141593,0.7020648967551623,0.6312684365781711,0.6696165191740413,0.6932153392330384,0.7050147492625368,0.696165191740413,0.7050147492625368,0.6607669616519174,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118
conv_zp_log,0.6894788593903638,0.6578171091445427,0.7345132743362832,15,0.6755162241887905,0.7345132743362832,0.6784660766961652,0.7050147492625368,0.672566371681416,0.7079646017699115,0.7050147492625368,0.6843657817109144,0.6637168141592921,0.6814159292035398,0.6843657817109144,0.6814159292035398,0.7256637168141593,0.6843657817109144,0.6578171091445427,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
conv_z_log,0.6884955752212389,0.6548672566371682,0.7315634218289085,15,0.6755162241887905,0.7315634218289085,0.6784660766961652,0.7138643067846607,0.6696165191740413,0.7050147492625368,0.7050147492625368,0.6814159292035398,0.6637168141592921,0.6843657817109144,0.6755162241887905,0.6814159292035398,0.7227138643067846,0.6843657817109144,0.6548672566371682,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
erp_erp_late_svc_c07,0.6835791543756146,0.6519174041297935,0.7168141592920354,15,0.6991150442477876,0.7079646017699115,0.7079646017699115,0.6637168141592921,0.6607669616519174,0.6902654867256637,0.696165191740413,0.6666666666666666,0.6519174041297935,0.672566371681416,0.6666666666666666,0.6991150442477876,0.7168141592920354,0.6932153392330384,0.6607669616519174,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
erp_erp_late_et_l8,0.6827925270403146,0.6460176991150443,0.7168141592920354,15,0.6991150442477876,0.6991150442477876,0.7109144542772862,0.6607669616519174,0.6489675516224189,0.7050147492625368,0.6873156342182891,0.7020648967551623,0.6637168141592921,0.6873156342182891,0.6696165191740413,0.672566371681416,0.7168141592920354,0.672566371681416,0.6460176991150443,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
spec_fusion_spec649_gpu_0.40,0.6823992133726647,0.6194690265486725,0.7197640117994101,15,0.7020648967551623,0.6755162241887905,0.6814159292035398,0.6607669616519174,0.6194690265486725,0.6932153392330384,0.7020648967551623,0.6991150442477876,0.6637168141592921,0.6784660766961652,0.6991150442477876,0.7197640117994101,0.6637168141592921,0.672566371681416,0.7050147492625368,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
conv_net,0.6747295968534907,0.6253687315634219,0.7168141592920354,15,0.6843657817109144,0.7168141592920354,0.6873156342182891,0.6430678466076696,0.6784660766961652,0.6755162241887905,0.7079646017699115,0.6519174041297935,0.6253687315634219,0.6607669616519174,0.6991150442477876,0.6991150442477876,0.6607669616519174,0.6637168141592921,0.6666666666666666,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
erp_erp_late_log_c03,0.6633235004916419,0.6253687315634219,0.6843657817109144,15,0.6637168141592921,0.6607669616519174,0.6755162241887905,0.6637168141592921,0.6342182890855457,0.6843657817109144,0.6843657817109144,0.672566371681416,0.6519174041297935,0.6489675516224189,0.6755162241887905,0.6519174041297935,0.6814159292035398,0.6755162241887905,0.6253687315634219,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
erp_erp_late_lda,0.6627335299901671,0.6283185840707964,0.7050147492625368,15,0.7050147492625368,0.6814159292035398,0.6607669616519174,0.6519174041297935,0.6283185840707964,0.6666666666666666,0.672566371681416,0.6548672566371682,0.640117994100295,0.6548672566371682,0.6666666666666666,0.6873156342182891,0.6489675516224189,0.6755162241887905,0.6460176991150443,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
erp_erp_late_log_c08,0.6548672566371682,0.6194690265486725,0.6755162241887905,15,0.6371681415929203,0.6637168141592921,0.6578171091445427,0.6607669616519174,0.6489675516224189,0.6637168141592921,0.6755162241887905,0.6696165191740413,0.6312684365781711,0.6519174041297935,0.6696165191740413,0.6460176991150443,0.6578171091445427,0.6696165191740413,0.6194690265486725,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
erp_erp_late_ridge_a8,0.6302851524090461,0.5958702064896755,0.6637168141592921,15,0.6342182890855457,0.6371681415929203,0.6342182890855457,0.6253687315634219,0.5958702064896755,0.6194690265486725,0.640117994100295,0.6106194690265486,0.6489675516224189,0.616519174041298,0.6637168141592921,0.6342182890855457,0.6460176991150443,0.6342182890855457,0.6135693215339233,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
spec_spec649_log_c04,0.5742379547689282,0.551622418879056,0.6047197640117994,15,0.5752212389380531,0.56047197640118,0.5663716814159292,0.5663716814159292,0.56047197640118,0.6047197640117994,0.5811209439528023,0.5693215339233039,0.551622418879056,0.5575221238938053,0.5722713864306784,0.5988200589970502,0.5781710914454278,0.5781710914454278,0.5929203539823009,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
spec_spec649_log_c08,0.5640117994100293,0.528023598820059,0.5929203539823009,15,0.5634218289085545,0.5545722713864307,0.5545722713864307,0.5634218289085545,0.528023598820059,0.5929203539823009,0.5575221238938053,0.551622418879056,0.5634218289085545,0.551622418879056,0.5545722713864307,0.584070796460177,0.5899705014749262,0.5634218289085545,0.5870206489675516,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
spec_spec649_gpu,0.5616519174041298,0.5221238938053098,0.6076696165191741,15,0.5457227138643068,0.5221238938053098,0.5663716814159292,0.5575221238938053,0.528023598820059,0.5811209439528023,0.5693215339233039,0.5486725663716814,0.5486725663716814,0.5722713864306784,0.5870206489675516,0.5811209439528023,0.5486725663716814,0.56047197640118,0.6076696165191741,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89
spec_spec649_ridge_a5,0.5472959685349065,0.5073746312684366,0.6047197640117994,15,0.5339233038348082,0.5073746312684366,0.5103244837758112,0.5781710914454278,0.5221238938053098,0.5339233038348082,0.5575221238938053,0.5457227138643068,0.5368731563421829,0.5457227138643068,0.5693215339233039,0.551622418879056,0.528023598820059,0.584070796460177,0.6047197640117994,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
