seed,method,selected,oof_accuracy,accuracy,balanced_accuracy,pred_rate
66,conv_fusion_net_0.10,conv_fusion_net_0.10,0.6952029520295203,0.7168141592920354,0.7091194968553459,0.36283185840707965
66,conv_fusion_net_0.20,conv_fusion_net_0.20,0.7003690036900369,0.6991150442477876,0.6887840670859539,0.3215339233038348
66,conv_fusion_net_0.35,conv_fusion_net_0.35,0.6929889298892989,0.672566371681416,0.6568134171907757,0.2359882005899705
66,conv_fusion_z_et_0.10,conv_fusion_z_et_0.10,0.6878228782287823,0.7227138643067846,0.7157756813417191,0.3746312684365782
66,conv_fusion_z_et_0.20,conv_fusion_z_et_0.20,0.7003690036900369,0.7109144542772862,0.7031970649895178,0.36283185840707965
66,conv_fusion_z_et_0.35,conv_fusion_z_et_0.35,0.6885608856088561,0.7315634218289085,0.7244758909853249,0.37168141592920356
66,conv_fusion_z_log_0.10,conv_fusion_z_log_0.10,0.6952029520295203,0.7168141592920354,0.7094863731656185,0.3687315634218289
66,conv_fusion_z_log_0.20,conv_fusion_z_log_0.20,0.6929889298892989,0.7168141592920354,0.7098532494758909,0.3746312684365782
66,conv_fusion_z_log_0.35,conv_fusion_z_log_0.35,0.6878228782287823,0.7197640117994101,0.7126310272536687,0.37168141592920356
66,conv_fusion_z_svc_0.10,conv_fusion_z_svc_0.10,0.6944649446494465,0.7168141592920354,0.7094863731656185,0.3687315634218289
66,conv_fusion_z_svc_0.20,conv_fusion_z_svc_0.20,0.6952029520295203,0.7168141592920354,0.7098532494758909,0.3746312684365782
66,conv_fusion_z_svc_0.35,conv_fusion_z_svc_0.35,0.6885608856088561,0.7197640117994101,0.7126310272536687,0.37168141592920356
66,conv_fusion_zp_log_0.10,conv_fusion_zp_log_0.10,0.6952029520295203,0.7168141592920354,0.7094863731656185,0.3687315634218289
66,conv_fusion_zp_log_0.20,conv_fusion_zp_log_0.20,0.692250922509225,0.7197640117994101,0.7126310272536687,0.37168141592920356
66,conv_fusion_zp_log_0.35,conv_fusion_zp_log_0.35,0.6863468634686347,0.7138643067846607,0.706341719077568,0.36578171091445427
66,conv_gate0.008,conv_gate0.008,0.7003690036900369,0.7109144542772862,0.7031970649895178,0.36283185840707965
66,conv_gate0.012,conv_gate0.012,0.7003690036900369,0.7109144542772862,0.7031970649895178,0.36283185840707965
66,conv_gate0.016,conv_gate0.016,0.6878228782287823,0.7079646017699115,0.7029874213836478,0.40707964601769914
66,conv_net,conv_net,0.6575645756457564,0.6430678466076696,0.625,0.20058997050147492
66,conv_svc,conv_svc,0.6878228782287823,0.7079646017699115,0.7029874213836478,0.40707964601769914
66,conv_z_et,conv_z_et,0.666420664206642,0.7138643067846607,0.7067085953878407,0.37168141592920356
66,conv_z_log,conv_z_log,0.6568265682656826,0.7138643067846607,0.7085429769392033,0.40117994100294985
66,conv_z_svc,conv_z_svc,0.6656826568265682,0.7256637168141593,0.720020964360587,0.3952802359882006
66,conv_zp_log,conv_zp_log,0.6583025830258302,0.7050147492625368,0.6991090146750524,0.39233038348082594
66,erp_erp_late_et_l8,erp_erp_late_et_l8,0.6856088560885609,0.6607669616519174,0.6512054507337526,0.336283185840708
66,erp_erp_late_lda,erp_erp_late_lda,0.633210332103321,0.6519174041297935,0.6461740041928721,0.39823008849557523
66,erp_erp_late_log_c03,erp_erp_late_log_c03,0.6487084870848708,0.6637168141592921,0.6587526205450733,0.41002949852507375
66,erp_erp_late_log_c08,erp_erp_late_log_c08,0.6435424354243543,0.6607669616519174,0.6563417190775681,0.41887905604719766
66,erp_erp_late_ridge_a8,erp_erp_late_ridge_a8,0.5918819188191882,0.6253687315634219,0.6219077568134173,0.4365781710914454
66,erp_erp_late_svc_c07,erp_erp_late_svc_c07,0.666420664206642,0.6637168141592921,0.6558176100628931,0.36283185840707965
66,oof_rank_mean12,oof_rank_mean12,0.7121771217712177,0.7109144542772862,0.7031970649895178,0.36283185840707965
